original_question,pii,substitutes,original_answer
"At a flea market, Hillary sells handmade crafts for 12 dollars per craft. Today, Hillary sells 3 crafts and is given an extra 7 dollars from an appreciative customer. Later on, Hillary deposits 18 dollars from today's profits into her bank account. How many dollars is Hillary left with after making the deposit?",Hillary,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Hillary sells 3 crafts for 12 dollars each, for a total of 3 crafts * $12/craft = $<<3*12=36>>36
She receives an extra 7 dollars from a customer, increasing the total to $36 + $7 = $<<36+7=43>>43
She then deposits 18 dollars in the bank, leaving her with $43 - $18 = $25
#### 25"
"Nancy is filling an aquarium for her fish. She fills it halfway and goes to answer the door. While she's gone, her cat knocks the aquarium over and spills half the water in it. Then Nancy comes back and triples the amount of water in the aquarium. If the aquarium is 4 feet long, 6 feet wide, and 3 feet high, how many cubic feet of water are in the aquarium?",Nancy,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"First calculate the volume of the aquarium by multiplying its length, width and height: 4 ft * 6 ft * 3 ft = <<4*6*3=72>>72 cubic ft
Then figure out what proportion of the aquarium is full after the cat knocks it over: 1/2 * 1/2 = 1/4
Then figure out what proportion of the aquarium is full after Nancy refills it: 3 * 1/4 = 3/4
Now multiply the proportion of the aquarium that's full by the aquarium's volume to find out how much water is in it: 72 cubic ft * 3/4 = <<72*3/4=54>>54 cubic ft
#### 54"
"It is Roger’s turn to provide a snack for the baseball team after the game and he has decided to bring trail mix. The trail mix comes in packs of 6 individual pouches. Roger has 13 members on his baseball team, plus 3 coaches and 2 helpers. How many packs of trail mix does he need to buy?",Roger,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"Roger will need 13 + 3 + 2 = <<13+3+2=18>>18 pouches of trail mix.
If you divide the amount of trail mix pouches by the amount in each pack, 18 / 6 = <<18/6=3>>3 packs of trail mix.
#### 3"
James spends 40 years teaching.  His partner has been teaching for 10 years less.  How long is their combined experience?,James,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"His partner has been teaching for 40-10=<<40-10=30>>30 years
So together they have 40+30=<<40+30=70>>70 years of experience
#### 70"
"Irene earns $500 if she works for 40 hours a week and gets an extra $20 for every hour of overtime. If she worked 50 hours last week, calculate her total income.",Irene,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"If Irene worked 50 hours last week, the total number of hours counting as overtime is 50-40 = <<50-40=10>>10 hours.
Since she's given $20 for every hour of overtime, she earned 10*$20 = $<<10*20=200>>200 in overtime.
Her total income, including the overtime, is $500+$200= $<<500+200=700>>700
#### 700"
"Hans booked a room in a hotel. The hotel has 10 floors with 10 identical rooms on each floor. Because of an accident, the last floor is unavailable for the guests. Considering there are no other guests, in how many different rooms could Hans be checked in?",Hans,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"The hotel has in total 10 floors * 10 rooms/floor = <<10*10=100>>100 rooms.
One floor is unavailable, so Hans could be checked into 100 rooms - 10 rooms = <<100-10=90>>90 available rooms.
#### 90"
Peter goes to the store to buy a soda. The soda costs $.25 an ounce. He brought $2 with him and leaves with $.50. How many ounces of soda did he buy?,Peter,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He spend $1.5 on soda because 2 - .5 = <<2-.5=1.5>>1.5
He bought 6 ounces of soda because 1.5 / .25 = <<6=6>>6
#### 6"
John's cow weighs 400 pounds.  It increased its weight to 1.5 times its starting weight.  He is able to sell the cow for $3 per pound.  How much more is it worth after gaining the weight?,John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"The cow initially weighs 400*1.5=<<400*1.5=600>>600 pounds
So it gained 600 - 400 = <<600-400=200>>200 pounds
So its value increased by 200*$3 = $<<200*3=600>>600
#### 600"
Brandon sold 86 geckos last year. He sold twice that many the year before. How many geckos has Brandon sold in the last two years?,Brandon,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"Last year: 86 geckos
2 years ago: 86(2)=172
Total number of geckos sold 86+172=<<86+172=258>>258 geckos
#### 258"
"Krystian works in the library. He borrows an average of 40 books every day. Every Friday, his number of borrowed books is about 40% higher than the daily average. How many books does he borrow in a week if the library is open from Monday to Friday?",Krystian,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"The number of books borrowed on Friday is higher by 40 * 40/100 = <<40*40/100=16>>16 books.
There are 5 days from Monday to Friday inclusive, so Krystian borrows an average of 5 * 40 = <<5*40=200>>200 books during that time.
With Friday's increase in borrowings, during one week Krystian borrows 200 + 16 = <<200+16=216>>216 books.
#### 216"
"Herman likes to feed the birds in December, January and February.  He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon.  How many cups of food will he need for all three months?",Herman,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"December has 31 days, January has 31 days and February has 28 days for a total of 31+31+28 = <<31+31+28=90>>90 days
He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon for a total of 1/2+1/2 = <<1/2+1/2=1>>1 cup per day
If he feeds them 1 cup per day for 90 days then he will need 1*90 = <<1*90=90>>90 cups of birdseed
#### 90"
"John works a job that offers performance bonuses.  He makes $80 a day and works for 8 hours.  He has the option of working hard to earn the performance bonus of an extra $20 a day, but the extra effort results in a 2-hour longer workday.  How much does John make per hour if he decides to earn the bonus?",John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"First, we need to determine the length of John's workday if he decides to earn the bonus. We do this by performing 8+2= <<8+2=10>>10 hours for his workday.
Next, we need to determine his overall pay. We do this by performing 80+20=<<80+20=100>>100 dollars a day.
We then determine John's hourly rate by dividing his pay by the number of hours worked, performing 100/10= <<100/10=10>>10 dollars an hour.
#### 10"
John orders food for a massive restaurant.  He orders 1000 pounds of beef for $8 per pound.  He also orders twice that much chicken at $3 per pound.  How much did everything cost?,John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"The beef cost $8 * 1000 = $<<8*1000=8000>>8000
He buys 1000 * 2 = <<1000*2=2000>>2000 pounds of chicken
So the chicken cost 2000 * $3 = $<<2000*3=6000>>6000
So the total cost is $8000 + $6000 = $<<8000+6000=14000>>14,000
#### 14000"
John writes 20 pages a day.  How long will it take him to write 3 books that are 400 pages each?,John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He wants to write 3*400=<<3*400=1200>>1200 pages
So it will take him 1200/20=<<1200/20=60>>60 days
#### 60"
"Alice has 20 quarters. She wants to exchange them for nickels and so she goes to the bank. After getting back from the bank, she discovers that 20% of the nickels are iron nickels worth $3 each. What is the total value of her money now?",Alice,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"A quarter is worth five nickels because .25 / .05 = <<.25/.05=5>>5
She gets 100 nickels from the bank because 20 x 5 = <<20*5=100>>100
20 of the nickels are iron nickels because 100 x .20 = <<100*.20=20>>20
80 of the nickels are regular because 100 - 20 = <<100-20=80>>80
The iron nickels are worth $60 because 20 x 3 = <<20*3=60>>60
The regular nickels are worth $4 because 80 x .05 = <<80*.05=4>>4
Her money is now worth $64 because 60 + 4 = <<60+4=64>>64
#### 64"
James has a rainwater collection barrel.  For each inch of rain he collects 15 gallons.  On Monday it rained 4 inches and on Tuesday it rained 3 inches.  He can sell water for $1.2 per gallon.  How much money did he make from selling all the water?,James,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"It rained 3+4=<<3+4=7>>7 inches
So he collected 7*15=<<7*15=105>>105 gallons
So he makes 105*1.2=$<<105*1.2=126>>126 from selling the water
#### 126"
"Nancy, the librarian, is shelving books from the cart. She shelved 12 history books, 8 romance books, and 4 poetry books from the top section of the cart. Half the books on the bottom section of the cart were mystery books, which she quickly put back into place. Then, she shelved the remaining books from the bottom of the cart, including 5 Western novels and 6 biographies. How many books did she have on the book cart when she started?",Nancy,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Half of the books on the bottom section of the cart are mystery books, which means they are the same as the number of Western novels and biographies put together. So there are 5 + 6 = <<5+6=11>>11 mystery novels.
Add them all together, and there are 12 history + 8 romance + 4 poetry + 11 mystery + 5 Western + 6 biographies = <<12+8+4+11+5+6=46>>46 books total
#### 46"
"Gail has two fish tanks. The first tank is twice the size of the second tank. There are 48 gallons of water in the first tank. She follows the rule of one gallon of water per inch of fish. If she keeps two-inch fish in the second tank and three-inch fish in the first tank, how many more fish would Gail have in the first tank than the second tank if one of the first tank fish eats another?",Gail,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"The second tank is 48 / 2 = <<48/2=24>>24 gallons.
Following her rule, Gail keeps 24 / 2 = <<24/2=12>>12 two-inch fish in the second tank.
She keeps 48 / 3 = <<48/3=16>>16 fish in the first tank.
If one fish in the first tank ate another, she would have 16 - 1 = <<16-1=15>>15 fish in the first tank.
Thus, Gail would have 15 - 12 = <<15-12=3>>3 more fish in the first tank.
#### 3"
"Marcy is a makeup artist and has agreed to do some makeup for her friend's wedding. The only makeup she has limited stock of is lip gloss so she counts how many tubes she needs. Each tube of lip gloss will hold enough lip gloss for 3 people's makeup. Marcy decides to bring 6 tubs of lip gloss, each of which holds 2 tubes of lip gloss, and this will be the exact amount she needs for everyone's makeup. How many people is Marcy painting with makeup?",Marcy,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Marcy is bringing 6 tubs of lip gloss * 2 tubes of lip gloss per tub of lip gloss = <<6*2=12>>12 tubes of lip gloss.
So she must be applying makeup to 12 tubes of lip gloss * 3 people per tube of lip gloss = <<12*3=36>>36 people.
#### 36"
Ellie has found an old bicycle in a field and thinks it just needs some oil to work well again.  She needs 10ml of oil to fix each wheel and will need another 5ml of oil to fix the rest of the bike. How much oil does she need in total to fix the bike?,Ellie,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Ellie needs 2 wheels * 10ml of oil per wheel = <<2*10=20>>20ml of oil.
To fix the rest of the bike as well, she needs 20 + 5 = <<20+5=25>>25ml of oil.
#### 25"
"Janice can type 6 sentences per minute. Today at work, Janice continued working on a paper she started typing yesterday. She typed for 20 minutes, took a break, and typed 15 minutes longer. She then had to erase 40 sentences she had typed incorrectly. After a meeting, she typed for 18 minutes more. In all, the paper had 536 sentences by the end of today. How many sentences did she start with today?",Janice,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Janice had X sentences from yesterday already typed to start with today.
Janice typed 6 * 20 = <<6*20=120>>120 sentences before her break.
She typed 6 * 15 = <<6*15=90>>90 sentences after her break.
She typed 6 * 18 = <<6*18=108>>108 sentences after her meeting.
Therefore, she typed 120 + 90 + 108 = <<120+90+108=318>>318 sentences today in all.
She had to erase 40 sentences, so she had 318 - 40 = <<318-40=278>>278 sentences that she typed today left.
The paper had X + 278 = 536 sentences at the end of today.
Thus, she had X = 536 - 278 = <<536-278=258>>258 sentences typed on the paper to start with today.
#### 258"
John buys 10 packs of magic cards.  Each pack has 20 cards and 1/4 of those cards are uncommon.  How many uncommon cards did he get?,John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"Each pack has 20/4 = <<20/4=5>>5 uncommons
So he got 10*5 = <<10*5=50>>50 uncommons
#### 50"
"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?",Henry,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"There were 9-4 = <<9-4=5>>5 other pills
Each of the other pills cost 1.50+5.50 = <<1.50+5.50=7>>7 dollars each.
The 5 pills cost a total of 7*5 = <<7*5=35>>35 dollars.
The first 4 pills cost 1.50*4 = <<1.50*4=6>>6 dollars in total.
Henry spent a total of 35+6 = <<35+6=41>>41 dollars.
#### 41"
"Paul went to a shop to buy some groceries. He bought some bread for $2, butter for $3, and juice for two times the price of the bread. He had $15 for his shopping. How much money did Paul have left?",Paul,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"The price of the juice was 2 * 2 = $<<2*2=4>>4.
So in total he paid for his shopping 2 + 3 + 4 = $<<2+3+4=9>>9.
That means he had 15 - 9 = $<<15-9=6>>6 left.
#### 6"
